"ROW","COLUMN","elev.ground.m","long","lat","head.m","WTD.m"
"2","71",NA,442272.659333013,5446211.57385168,NA,NA
"2","72",NA,442379.993311111,5446211.57385168,NA,NA
"2","73",NA,442487.327289209,5446211.57385168,NA,NA
"2","74",NA,442594.661267307,5446211.57385168,NA,NA
"2","75",NA,442701.995245405,5446211.57385168,NA,NA
"2","76",NA,442809.329223503,5446211.57385168,NA,NA
"2","77",NA,442916.663201601,5446211.57385168,NA,NA
"2","78",NA,443023.997179699,5446211.57385168,NA,NA
"2","79",NA,443131.331157798,5446211.57385168,NA,NA
"2","80",NA,443238.665135896,5446211.57385168,NA,NA
"2","81",NA,443345.999113994,5446211.57385168,NA,NA
"2","82",NA,443453.333092092,5446211.57385168,NA,NA
"2","83",NA,443560.66707019,5446211.57385168,NA,NA
"2","84",NA,443668.001048288,5446211.57385168,NA,NA
"2","85",NA,443775.335026386,5446211.57385168,NA,NA
"2","86",NA,443882.669004484,5446211.57385168,NA,NA
"2","87",NA,443990.002982583,5446211.57385168,NA,NA
"2","88",NA,444097.336960681,5446211.57385168,NA,NA
"2","89",NA,444204.670938779,5446211.57385168,NA,NA
"2","90",NA,444312.004916877,5446211.57385168,NA,NA
"2","91",NA,444419.338894975,5446211.57385168,NA,NA
"2","92",NA,444526.672873073,5446211.57385168,NA,NA
"2","93",NA,444634.006851171,5446211.57385168,NA,NA
"2","94",NA,444741.340829269,5446211.57385168,NA,NA
"2","95",NA,444848.674807367,5446211.57385168,NA,NA
"2","96",NA,444956.008785466,5446211.57385168,NA,NA
"2","97",NA,445063.342763564,5446211.57385168,NA,NA
"2","98",NA,445170.676741662,5446211.57385168,NA,NA
"2","99",NA,445278.01071976,5446211.57385168,NA,NA
"2","100",NA,445385.344697858,5446211.57385168,NA,NA
"3","1",13.514306530025,434759.280866144,5446107.97870426,89.8749923706055,-76.3606796264648
"3","2",21.246472758944,434866.614844242,5446107.97870426,90.0572814941406,-68.8108062744141
"3","3",NA,434973.948822341,5446107.97870426,NA,NA
"3","4",NA,435081.282800439,5446107.97870426,NA,NA
"3","5",NA,435188.616778537,5446107.97870426,NA,NA
"3","6",NA,435295.950756635,5446107.97870426,NA,NA
"3","7",NA,435403.284734733,5446107.97870426,NA,NA
"3","8",NA,435510.618712831,5446107.97870426,NA,NA
"3","9",NA,435617.952690929,5446107.97870426,NA,NA
"3","10",NA,435725.286669027,5446107.97870426,NA,NA
"3","11",NA,435832.620647126,5446107.97870426,NA,NA
"3","12",NA,435939.954625224,5446107.97870426,NA,NA
"3","13",NA,436047.288603322,5446107.97870426,NA,NA
"3","14",NA,436154.62258142,5446107.97870426,NA,NA
"3","15",NA,436261.956559518,5446107.97870426,NA,NA
"3","16",NA,436369.290537616,5446107.97870426,NA,NA
"3","17",NA,436476.624515714,5446107.97870426,NA,NA
"3","18",NA,436583.958493812,5446107.97870426,NA,NA
"3","19",NA,436691.29247191,5446107.97870426,NA,NA
"3","20",NA,436798.626450009,5446107.97870426,NA,NA
"3","21",NA,436905.960428107,5446107.97870426,NA,NA
"3","22",NA,437013.294406205,5446107.97870426,NA,NA
"3","23",NA,437120.628384303,5446107.97870426,NA,NA
"3","24",NA,437227.962362401,5446107.97870426,NA,NA
"3","25",NA,437335.296340499,5446107.97870426,NA,NA
"3","26",NA,437442.630318597,5446107.97870426,NA,NA
"3","27",NA,437549.964296695,5446107.97870426,NA,NA
"3","28",NA,437657.298274794,5446107.97870426,NA,NA
"3","29",NA,437764.632252892,5446107.97870426,NA,NA
"3","30",NA,437871.96623099,5446107.97870426,NA,NA
"3","31",NA,437979.300209088,5446107.97870426,NA,NA
"3","32",NA,438086.634187186,5446107.97870426,NA,NA
"3","33",NA,438193.968165284,5446107.97870426,NA,NA
"3","34",NA,438301.302143382,5446107.97870426,NA,NA
"3","35",NA,438408.63612148,5446107.97870426,NA,NA
"3","36",NA,438515.970099578,5446107.97870426,NA,NA
"3","37",NA,438623.304077677,5446107.97870426,NA,NA
"3","38",NA,438730.638055775,5446107.97870426,NA,NA
"3","39",NA,438837.972033873,5446107.97870426,NA,NA
"3","40",NA,438945.306011971,5446107.97870426,NA,NA
"3","41",NA,439052.639990069,5446107.97870426,NA,NA
"3","42",NA,439159.973968167,5446107.97870426,NA,NA
"3","43",NA,439267.307946265,5446107.97870426,NA,NA
"3","44",NA,439374.641924363,5446107.97870426,NA,NA
"3","45",NA,439481.975902462,5446107.97870426,NA,NA
"3","46",NA,439589.30988056,5446107.97870426,NA,NA
"3","47",NA,439696.643858658,5446107.97870426,NA,NA
"3","48",NA,439803.977836756,5446107.97870426,NA,NA
"3","49",NA,439911.311814854,5446107.97870426,NA,NA
"3","50",NA,440018.645792952,5446107.97870426,NA,NA
"3","51",NA,440125.97977105,5446107.97870426,NA,NA
"3","52",NA,440233.313749148,5446107.97870426,NA,NA
"3","53",NA,440340.647727247,5446107.97870426,NA,NA
"3","54",NA,440447.981705345,5446107.97870426,NA,NA
"3","55",NA,440555.315683443,5446107.97870426,NA,NA
"3","56",NA,440662.649661541,5446107.97870426,NA,NA
"3","57",NA,440769.983639639,5446107.97870426,NA,NA
"3","58",NA,440877.317617737,5446107.97870426,NA,NA
"3","59",NA,440984.651595835,5446107.97870426,NA,NA
"3","60",NA,441091.985573933,5446107.97870426,NA,NA
"3","61",NA,441199.319552031,5446107.97870426,NA,NA
"3","62",NA,441306.65353013,5446107.97870426,NA,NA
"3","63",NA,441413.987508228,5446107.97870426,NA,NA
"3","64",NA,441521.321486326,5446107.97870426,NA,NA
"3","65",NA,441628.655464424,5446107.97870426,NA,NA
"3","66",NA,441735.989442522,5446107.97870426,NA,NA
"3","67",NA,441843.32342062,5446107.97870426,NA,NA
"3","68",NA,441950.657398718,5446107.97870426,NA,NA
"3","69",NA,442057.991376816,5446107.97870426,NA,NA
"3","70",NA,442165.325354915,5446107.97870426,NA,NA
"3","71",NA,442272.659333013,5446107.97870426,NA,NA
"3","72",NA,442379.993311111,5446107.97870426,NA,NA
"3","73",NA,442487.327289209,5446107.97870426,NA,NA
"3","74",NA,442594.661267307,5446107.97870426,NA,NA
"3","75",NA,442701.995245405,5446107.97870426,NA,NA
"3","76",NA,442809.329223503,5446107.97870426,NA,NA
"3","77",NA,442916.663201601,5446107.97870426,NA,NA
"3","78",NA,443023.997179699,5446107.97870426,NA,NA
"3","79",NA,443131.331157798,5446107.97870426,NA,NA
"3","80",NA,443238.665135896,5446107.97870426,NA,NA
"3","81",NA,443345.999113994,5446107.97870426,NA,NA
"3","82",NA,443453.333092092,5446107.97870426,NA,NA
"3","83",NA,443560.66707019,5446107.97870426,NA,NA
"3","84",NA,443668.001048288,5446107.97870426,NA,NA
"3","85",NA,443775.335026386,5446107.97870426,NA,NA
"3","86",NA,443882.669004484,5446107.97870426,NA,NA
"3","87",NA,443990.002982583,5446107.97870426,NA,NA
"3","88",NA,444097.336960681,5446107.97870426,NA,NA
"3","89",NA,444204.670938779,5446107.97870426,NA,NA
"3","90",NA,444312.004916877,5446107.97870426,NA,NA
"3","91",NA,444419.338894975,5446107.97870426,NA,NA
"3","92",NA,444526.672873073,5446107.97870426,NA,NA
"3","93",NA,444634.006851171,5446107.97870426,NA,NA
"3","94",NA,444741.340829269,5446107.97870426,NA,NA
"3","95",NA,444848.674807367,5446107.97870426,NA,NA
"3","96",NA,444956.008785466,5446107.97870426,NA,NA
"3","97",NA,445063.342763564,5446107.97870426,NA,NA
"3","98",NA,445170.676741662,5446107.97870426,NA,NA
"3","99",NA,445278.01071976,5446107.97870426,NA,NA
"3","100",NA,445385.344697858,5446107.97870426,NA,NA
"4","1",12.261864387695,434759.280866144,5446004.38355684,89.7559051513672,-77.4940414428711
"4","2",26.513286743693,434866.614844242,5446004.38355684,89.8958282470703,-63.3825454711914
"4","3",NA,434973.948822341,5446004.38355684,NA,NA
"4","4",NA,435081.282800439,5446004.38355684,NA,NA
"4","5",NA,435188.616778537,5446004.38355684,NA,NA
"4","6",NA,435295.950756635,5446004.38355684,NA,NA
"4","7",NA,435403.284734733,5446004.38355684,NA,NA
"4","8",NA,435510.618712831,5446004.38355684,NA,NA
"4","9",NA,435617.952690929,5446004.38355684,NA,NA
"4","10",NA,435725.286669027,5446004.38355684,NA,NA
"4","11",NA,435832.620647126,5446004.38355684,NA,NA
"4","12",NA,435939.954625224,5446004.38355684,NA,NA
"4","13",NA,436047.288603322,5446004.38355684,NA,NA
"4","14",NA,436154.62258142,5446004.38355684,NA,NA
"4","15",NA,436261.956559518,5446004.38355684,NA,NA
"4","16",NA,436369.290537616,5446004.38355684,NA,NA
"4","17",NA,436476.624515714,5446004.38355684,NA,NA
"4","18",NA,436583.958493812,5446004.38355684,NA,NA
"4","19",NA,436691.29247191,5446004.38355684,NA,NA
"4","20",NA,436798.626450009,5446004.38355684,NA,NA
"4","21",NA,436905.960428107,5446004.38355684,NA,NA
"4","22",NA,437013.294406205,5446004.38355684,NA,NA
"4","23",NA,437120.628384303,5446004.38355684,NA,NA
"4","24",NA,437227.962362401,5446004.38355684,NA,NA
"4","25",NA,437335.296340499,5446004.38355684,NA,NA
"4","26",NA,437442.630318597,5446004.38355684,NA,NA
"4","27",NA,437549.964296695,5446004.38355684,NA,NA
"4","28",NA,437657.298274794,5446004.38355684,NA,NA
"4","29",NA,437764.632252892,5446004.38355684,NA,NA
"4","30",NA,437871.96623099,5446004.38355684,NA,NA
"4","31",NA,437979.300209088,5446004.38355684,NA,NA
"4","32",NA,438086.634187186,5446004.38355684,NA,NA
"4","33",NA,438193.968165284,5446004.38355684,NA,NA
"4","34",NA,438301.302143382,5446004.38355684,NA,NA
"4","35",NA,438408.63612148,5446004.38355684,NA,NA
"4","36",NA,438515.970099578,5446004.38355684,NA,NA
"4","37",NA,438623.304077677,5446004.38355684,NA,NA
"4","38",NA,438730.638055775,5446004.38355684,NA,NA
"4","39",NA,438837.972033873,5446004.38355684,NA,NA
"4","40",NA,438945.306011971,5446004.38355684,NA,NA
"4","41",NA,439052.639990069,5446004.38355684,NA,NA
"4","42",NA,439159.973968167,5446004.38355684,NA,NA
"4","43",NA,439267.307946265,5446004.38355684,NA,NA
"4","44",NA,439374.641924363,5446004.38355684,NA,NA
"4","45",NA,439481.975902462,5446004.38355684,NA,NA
"4","46",NA,439589.30988056,5446004.38355684,NA,NA
"4","47",NA,439696.643858658,5446004.38355684,NA,NA
"4","48",NA,439803.977836756,5446004.38355684,NA,NA
"4","49",NA,439911.311814854,5446004.38355684,NA,NA
"4","50",NA,440018.645792952,5446004.38355684,NA,NA
"4","51",NA,440125.97977105,5446004.38355684,NA,NA
"4","52",NA,440233.313749148,5446004.38355684,NA,NA
"4","53",NA,440340.647727247,5446004.38355684,NA,NA
"4","54",NA,440447.981705345,5446004.38355684,NA,NA
"4","55",NA,440555.315683443,5446004.38355684,NA,NA
"4","56",NA,440662.649661541,5446004.38355684,NA,NA
"4","57",NA,440769.983639639,5446004.38355684,NA,NA
"4","58",NA,440877.317617737,5446004.38355684,NA,NA
"4","59",NA,440984.651595835,5446004.38355684,NA,NA
"4","60",NA,441091.985573933,5446004.38355684,NA,NA
"4","61",NA,441199.319552031,5446004.38355684,NA,NA
"4","62",NA,441306.65353013,5446004.38355684,NA,NA
"4","63",NA,441413.987508228,5446004.38355684,NA,NA
"4","64",NA,441521.321486326,5446004.38355684,NA,NA
"4","65",NA,441628.655464424,5446004.38355684,NA,NA
"4","66",NA,441735.989442522,5446004.38355684,NA,NA
"4","67",NA,441843.32342062,5446004.38355684,NA,NA
"4","68",NA,441950.657398718,5446004.38355684,NA,NA
"4","69",NA,442057.991376816,5446004.38355684,NA,NA
"4","70",NA,442165.325354915,5446004.38355684,NA,NA
"4","71",NA,442272.659333013,5446004.38355684,NA,NA
"4","72",NA,442379.993311111,5446004.38355684,NA,NA
"4","73",NA,442487.327289209,5446004.38355684,NA,NA
"4","74",NA,442594.661267307,5446004.38355684,NA,NA
"4","75",NA,442701.995245405,5446004.38355684,NA,NA
"4","76",NA,442809.329223503,5446004.38355684,NA,NA
"4","77",NA,442916.663201601,5446004.38355684,NA,NA
"4","78",NA,443023.997179699,5446004.38355684,NA,NA
"4","79",NA,443131.331157798,5446004.38355684,NA,NA
"4","80",NA,443238.665135896,5446004.38355684,NA,NA
"4","81",NA,443345.999113994,5446004.38355684,NA,NA
"4","82",NA,443453.333092092,5446004.38355684,NA,NA
"4","83",NA,443560.66707019,5446004.38355684,NA,NA
"4","84",NA,443668.001048288,5446004.38355684,NA,NA
"4","85",NA,443775.335026386,5446004.38355684,NA,NA
"4","86",NA,443882.669004484,5446004.38355684,NA,NA
"4","87",NA,443990.002982583,5446004.38355684,NA,NA
"4","88",NA,444097.336960681,5446004.38355684,NA,NA
"4","89",NA,444204.670938779,5446004.38355684,NA,NA
"4","90",NA,444312.004916877,5446004.38355684,NA,NA
"4","91",NA,444419.338894975,5446004.38355684,NA,NA
"4","92",NA,444526.672873073,5446004.38355684,NA,NA
"4","93",NA,444634.006851171,5446004.38355684,NA,NA
"4","94",NA,444741.340829269,5446004.38355684,NA,NA
"4","95",NA,444848.674807367,5446004.38355684,NA,NA
"4","96",NA,444956.008785466,5446004.38355684,NA,NA
"4","97",NA,445063.342763564,5446004.38355684,NA,NA
"4","98",NA,445170.676741662,5446004.38355684,NA,NA
"4","99",NA,445278.01071976,5446004.38355684,NA,NA
"4","100",NA,445385.344697858,5446004.38355684,NA,NA
"5","1",0.814207209141,434759.280866144,5445900.78840942,89.5827178955078,-88.7685165405273
"5","2",21.601794989181,434866.614844242,5445900.78840942,89.478630065918,-67.876838684082
"5","3",10.50469170009,434973.948822341,5445900.78840942,89.0529174804688,-78.548225402832
"5","4",NA,435081.282800439,5445900.78840942,NA,NA
"5","5",NA,435188.616778537,5445900.78840942,NA,NA
"5","6",NA,435295.950756635,5445900.78840942,NA,NA
"5","7",NA,435403.284734733,5445900.78840942,NA,NA
"5","8",NA,435510.618712831,5445900.78840942,NA,NA
"5","9",NA,435617.952690929,5445900.78840942,NA,NA
"5","10",NA,435725.286669027,5445900.78840942,NA,NA
"5","11",NA,435832.620647126,5445900.78840942,NA,NA
"5","12",NA,435939.954625224,5445900.78840942,NA,NA
"5","13",NA,436047.288603322,5445900.78840942,NA,NA
"5","14",NA,436154.62258142,5445900.78840942,NA,NA
"5","15",NA,436261.956559518,5445900.78840942,NA,NA
"5","16",NA,436369.290537616,5445900.78840942,NA,NA
"5","17",NA,436476.624515714,5445900.78840942,NA,NA
"5","18",NA,436583.958493812,5445900.78840942,NA,NA
"5","19",NA,436691.29247191,5445900.78840942,NA,NA
"5","20",NA,436798.626450009,5445900.78840942,NA,NA
"5","21",NA,436905.960428107,5445900.78840942,NA,NA
"5","22",NA,437013.294406205,5445900.78840942,NA,NA
"5","23",NA,437120.628384303,5445900.78840942,NA,NA
"5","24",NA,437227.962362401,5445900.78840942,NA,NA
"5","25",NA,437335.296340499,5445900.78840942,NA,NA
"5","26",NA,437442.630318597,5445900.78840942,NA,NA
"5","27",NA,437549.964296695,5445900.78840942,NA,NA
"5","28",NA,437657.298274794,5445900.78840942,NA,NA
"5","29",NA,437764.632252892,5445900.78840942,NA,NA
"5","30",NA,437871.96623099,5445900.78840942,NA,NA
"5","31",NA,437979.300209088,5445900.78840942,NA,NA
"5","32",NA,438086.634187186,5445900.78840942,NA,NA
"5","33",NA,438193.968165284,5445900.78840942,NA,NA
"5","34",NA,438301.302143382,5445900.78840942,NA,NA
"5","35",NA,438408.63612148,5445900.78840942,NA,NA
"5","36",NA,438515.970099578,5445900.78840942,NA,NA
"5","37",NA,438623.304077677,5445900.78840942,NA,NA
"5","38",NA,438730.638055775,5445900.78840942,NA,NA
"5","39",NA,438837.972033873,5445900.78840942,NA,NA
"5","40",NA,438945.306011971,5445900.78840942,NA,NA
"5","41",NA,439052.639990069,5445900.78840942,NA,NA
"5","42",NA,439159.973968167,5445900.78840942,NA,NA
"5","43",NA,439267.307946265,5445900.78840942,NA,NA
"5","44",NA,439374.641924363,5445900.78840942,NA,NA
"5","45",NA,439481.975902462,5445900.78840942,NA,NA
"5","46",NA,439589.30988056,5445900.78840942,NA,NA
"5","47",NA,439696.643858658,5445900.78840942,NA,NA
"5","48",NA,439803.977836756,5445900.78840942,NA,NA
"5","49",NA,439911.311814854,5445900.78840942,NA,NA
"5","50",NA,440018.645792952,5445900.78840942,NA,NA
"5","51",NA,440125.97977105,5445900.78840942,NA,NA
"5","52",NA,440233.313749148,5445900.78840942,NA,NA
"5","53",NA,440340.647727247,5445900.78840942,NA,NA
"5","54",NA,440447.981705345,5445900.78840942,NA,NA
"5","55",NA,440555.315683443,5445900.78840942,NA,NA
"5","56",NA,440662.649661541,5445900.78840942,NA,NA
"5","57",NA,440769.983639639,5445900.78840942,NA,NA
"5","58",NA,440877.317617737,5445900.78840942,NA,NA
"5","59",NA,440984.651595835,5445900.78840942,NA,NA
"5","60",NA,441091.985573933,5445900.78840942,NA,NA
"5","61",NA,441199.319552031,5445900.78840942,NA,NA
"5","62",NA,441306.65353013,5445900.78840942,NA,NA
"5","63",NA,441413.987508228,5445900.78840942,NA,NA
"5","64",NA,441521.321486326,5445900.78840942,NA,NA
"5","65",NA,441628.655464424,5445900.78840942,NA,NA
"5","66",NA,441735.989442522,5445900.78840942,NA,NA
"5","67",NA,441843.32342062,5445900.78840942,NA,NA
"5","68",NA,441950.657398718,5445900.78840942,NA,NA
"5","69",NA,442057.991376816,5445900.78840942,NA,NA
"5","70",NA,442165.325354915,5445900.78840942,NA,NA
"5","71",NA,442272.659333013,5445900.78840942,NA,NA
"5","72",NA,442379.993311111,5445900.78840942,NA,NA
"5","73",NA,442487.327289209,5445900.78840942,NA,NA
"5","74",NA,442594.661267307,5445900.78840942,NA,NA
